product_id,product_name,median_value_score,mean_value_score,markets_evaluated,median_weighted_rating,median_price_usd,max_review_count
330982,HJÄLPA,-0.3183325674019608,-0.3147303208645459,12,3.6457193321220345,22.988505747126435,100.0
331057,FONNES,-0.10731132075471697,-0.14291567621918108,11,4.3085732551852765,20.689655172413794,308.0
331161,HJÄLPA,0.366599199464798,0.36783613034507784,6,4.4979141999751295,8.1263943325834,368.0
331873,ASKERSUND,0.5591110408098703,0.5516020365269028,8,4.713817794311112,23.043550688423903,54.0
333947,EKET,-0.620954824790795,-0.6325784479252305,4,4.020284359382178,100.92059578606892,386.0
334305,BILLSBRO,0.40968899521531094,0.35855733456394256,7,4.597478103766117,18.39080459770115,1015.0
334918,KUNGSFORS,0.2830047339125006,0.28924782244322533,18,4.495806672866667,11.365815739560336,174.0
334923,KUNGSFORS,0.7407407407407407,0.7440556737358052,19,4.682519369803176,5.735632183908046,715.0
335197,KARLBY,-0.76664998331665,-0.7921613344020871,6,3.818118097066667,211.4942528735632,633.0
335201,KARLBY,-0.7947888822732052,-0.7903364397389786,4,3.818118097066667,312.5730017735979,633.0
335852,LOMVIKEN,-0.4377962887715021,-0.43932786933612306,18,4.404563675185322,11.34894960218229,1017.0
336267,NYMÅNE,0.07869211514392993,0.04976721900173955,22,4.595903901242767,34.47126436781609,618.0
336432,GUBBARP,0.5064308681672025,0.5031800198454315,19,4.4965445544652365,1.0501995379122033,215.0
337177,NATTJASMIN,-0.00878311666940923,-0.05204217574518103,24,4.499395556449249,41.5949769960766,1314.0
338407,BAGGANÄS,0.6784841075794621,0.6458415767096055,7,4.69378685640395,9.195402298850574,691.0
338412,BAGGANÄS,0.8264248704663213,0.8255835062892968,9,4.7894470768544215,5.747126436781609,570.0
338577,VILJESTARK,0.87248322147651,0.7599380382560684,31,4.791546159659945,1.1379310344827585,716.0
339713,NORRSJÖN,-0.5655893536121672,-0.5753729086699951,21,4.497924951521649,22.97701149425287,370.0
339794,VILJESTARK,0.5847176079734219,0.5555448251117716,25,4.684489018276056,1.1045987376014428,345.0
340047,EKET,0.14124858639272697,0.1474561233077119,22,4.307806930699441,5.1901274865531795,340.0
342744,ULLVIDE,0.4702626016966328,0.4548342875282204,4,4.499404057135751,7.640429785107445,1333.0
342758,ULLVIDE,-0.23837592817447348,-0.2831502763660366,4,4.209513211574327,22.97701149425287,465.0
342876,IHÅLLIG,-0.3375796178343949,-0.28668986459636325,21,4.4034544485777785,6.740306582506762,270.0
342975,KARAFF,0.6199331125827815,0.5473406020999223,30,4.696266848466442,1.7241379310344827,1171.0
343003,MOPSIG,-0.3817460317460317,-0.38945954675686006,27,4.204509206271246,5.452571628079516,1001.0
343282,SJÄLSLIGT,0.19612360956498476,0.15814762834759916,24,4.793370599562392,17.229885057471265,918.0
343692,NATTJASMIN,0.18003002761036085,0.16247488740918514,6,4.498442710232882,21.05793766777567,499.0
343734,NATTJASMIN,0.49874686716791977,0.49440097924391285,3,4.499295609090463,8.034482758620689,1125.0
344451,VILTO,-0.45270270270270274,-0.5410549334829474,13,4.318148579158442,41.90296156269691,136.0
347505,ENERYDA,0.43517428167687233,0.43539048351807774,4,4.594480680488136,10.070053130942611,454.0
349444,TINGBY,0.5395108838953505,0.46216695807958175,6,4.694679808200967,51.45131568397172,810.0
349849,NORDLI,-0.4930232558139535,-0.48812189496997893,11,4.401484897299105,515.4852030282175,652.0
353619,VÅGSJÖN,0.03267973856209151,0.02230901844219999,7,4.303154493442889,2.2852233676975944,868.0
356057,LERHYTTAN,-0.16464891041162233,-0.14096046119300407,3,4.409753737160785,79.3103448275862,84.0
357226,DVALA,0.2813953488372093,0.2685168469132694,21,4.400108801530009,8.62143381242177,9136.0
357269,DVALA,0.1840980024968789,0.16041062116480245,4,4.400108801530009,14.23930426091302,9136.0
357354,SKURUP,0.14835164835164835,0.1104811102990383,15,4.404949657663682,14.683122734841806,183.0
358754,VILTO,-0.7355623100303952,-0.7462860070304478,3,4.318148579158442,49.533381191672646,136.0
359206,IKEA 365+,0.584126984126984,0.5792472663795096,27,4.698560418689674,2.6825969341749327,3042.0
360484,UTÅKER,-0.25,-0.2874868010843387,19,4.1114194306971426,204.65736561345918,542.0
360587,MUSKAN,0.06825396825396823,0.04394493148702263,19,4.495600443663388,45.96551724137931,165.0
362440,KLOTULLÖRT,0.09022556390977443,0.02435879655189998,7,4.322006938507087,14.93103448275862,109.0
363171,FABRIKÖR,-0.1848086124401913,-0.1823140500038177,13,4.591755953134178,199.99,298.0
365165,GALANT,-0.8883976636520241,-0.878742348862797,4,3.9092118628740744,372.41379310344826,90.0
368767,MATTRADITION,-0.8535108958837773,-0.8746890946511932,3,3.760154341550443,419.5547153959252,222.0
368814,NORDVIKEN,-0.007936507936507908,-0.010220448682718621,7,4.718353699873685,372.2107943971006,58.0
372298,PINNARP,-0.7541060839440974,-0.7606273404348886,6,3.921596713303093,217.35884664795057,79.0
372302,PINNARP,-0.7911248617463307,-0.7903575046317827,8,3.921596713303093,301.85396120159044,79.0
373207,BLOMNING,0.33368235606967156,0.35907373098603884,8,4.691379415245402,4.500541030822844,516.0
377210,NYMÖ,0.010056420012031886,-0.04114353760127034,16,4.595715265115789,45.11813860252005,590.0
377941,FENOMEN,0.016778523489932917,0.0018448408528257132,11,4.5881585508654545,8.296576349506406,202.0
381599,FUBBLA,-0.46809829059829056,-0.5088338028578453,18,4.036100798195595,34.41489907966979,209.0
381764,VIKHAMMER,-0.08888851477352783,-0.12994268744513898,22,4.49840885610751,74.51450479901987,488.0
381801,NORDRUTA,0.568922305764411,0.5556306616537127,5,4.682588463203162,16.080459770114942,235.0
384729,KAFFEREP,-0.13076923076923075,-0.15302844060536808,17,4.310351411816297,2.28735632183908,302.0
385309,SANDARED,-0.3412855132920297,-0.2055258989071279,12,4.330712980114287,90.94421297016054,73.0
385314,SANDARED,0.45454545454545453,0.45391530694094945,17,4.402934752774042,57.45977011494253,321.0
388261,TROLLBERGET,-0.18918918918918914,-0.14766526677640682,3,4.406179386275777,106.58051565146476,143.0
391715,FRÖSÖN,0.17475579975579975,0.23326180464861757,6,4.591139051668028,12.629438893767155,276.0
391937,TÅSJÖN,-0.021592442645074227,-0.04135486497293118,24,4.301539879443746,3.442528735632184,1797.0
